,_unit_id,airline_sentiment,text
305,681448791,negative,USER-MENTION the flight booking problems section of your website seems to be broken on chrome. might wanna look into that.
306,681448792,positive,USER-MENTION hi! just wanted to see if you have any new routes planned this year for newark. love flying you guys and hope to do so more!
307,681448793,positive,"USER-MENTION i mean. probably inappropriate while on board but, it's on!"
308,681448794,positive,USER-MENTION happy to spend the day together. let's do this!
309,681448795,neutral,USER-MENTION is saving my sanity right now: URL
310,681448796,neutral,USER-MENTION missed my flight. how does standby work?
311,681448797,positive,.USER-MENTION they were very understanding and helped me out. thx! comps
312,681448798,neutral,USER-MENTION brought it all the way across the country today i see URL
313,681448799,positive,USER-MENTION thank you! i absolutely will
314,681448800,negative,USER-MENTION looks like a broken link for your assets URL
315,681448801,neutral,USER-MENTION are you ready!? let's say it together 'noooo turbulence today!
316,681448802,negative,USER-MENTION the manage itinerary section of your website seems to be broken for me URL
317,681448803,negative,"USER-MENTION can't check in, your site looks like this every time it loads URL"
318,681448804,neutral,USER-MENTION can u help this USER-MENTION needs urgent treatment in 2y old battling cancer could u help with flights freyasfund
319,681448805,neutral,USER-MENTION may start service to hawaii from sanfrancisco this year URL biztravel
320,681448806,negative,USER-MENTION other carriers are less than half price for a round trip fare. i am stunned. URL
321,681448807,negative,USER-MENTION wtf is happening in pdx late flight march such that one way from sfo is ~$550?
322,681448808,neutral,USER-MENTION add dtw and i'm sold!
323,681448809,positive,USER-MENTION how about some free drinks on the flight back for the free promo?
324,681448810,positive,USER-MENTION USER-MENTION thanks!
325,681448811,neutral,USER-MENTION momma i made it!
326,681448812,neutral,USER-MENTION please contact me about portfolio left on flight vx 27 from jfk to sfo tonite seat 7am. need it returned. call 914-329-0185.
327,681448813,neutral,USER-MENTION help. i was on flight 27 from jkf tonight. seat 7c left portfolio. need it back!!
328,681448814,neutral,USER-MENTION USER-MENTION seattle bound. wifey got me the duffle for vday. she's a keeper!!! holla!!! URL
329,681448815,negative,"USER-MENTION my luggage is gone. i've filed my paperwork, promised a call/email. still no resolution or response from central luggage."
330,681448816,neutral,USER-MENTION debbie baldwin gave a rockstar performance of the safety demo this evening on vx919 las2sfo bestcrew sherocks
331,681448817,positive,USER-MENTION thanks!
332,681448818,positive,USER-MENTION thanks for taking care of USER-MENTION on her flight!! rockstars travel
333,681448819,positive,USER-MENTION thanks for the lovely soft views! travel san to sfo URL
334,681448820,negative,USER-MENTION i requested a mileage challenge for status several weeks ago online but haven't heard back. how do i get help with this?
335,681448821,negative,"USER-MENTION just trying to book tickets to nyc and facing super fun broken styling. don't worry, i'll keep trying emo-pos"
336,681448822,neutral,USER-MENTION many thanks for the follow. ourprincess freyasfund usa bandie looking for any help URL
337,681448823,neutral,"USER-MENTION nice, lofty view USER-MENTION silverstatus URL"
338,681448824,negative,USER-MENTION applied for status match on feb 1. got confirmation email same day. still no news though. you guys have dropped ball late flightly
339,681448825,neutral,USER-MENTION is my new go to airline
340,681448826,neutral,USER-MENTION USER-MENTION USER-MENTION USER-MENTION can you help ourprincess in need of some help in usa URL
341,681448827,positive,"USER-MENTION i adore you, and am so looking forward to my flight to austin in two weeks."
342,681448828,positive,USER-MENTION i was so glad it was mentioned. i took my first virgin flight a few years back and it was a transformative experience.
343,681448829,neutral,USER-MENTION flight booking problems flight to uphold my status match. do taxes on ticket count as earned status points? statusmatch virginamerica
344,681448830,negative,USER-MENTION trying to check-in but looks like your site is down?
345,681448831,negative,"USER-MENTION spending my birthday night with you, dal-dca. get me home!"
346,681448832,negative,USER-MENTION sent a couple messages to the email you provided but to no avail. will try again next year. cheers.
347,681448833,positive,"USER-MENTION first time flying virgin, went to sanfrancisco .thanks for the smooth ride. easily my new fav airline!"
348,681448836,negative,"USER-MENTION seriously, though. will there not be direct flights from sfo-fll in may???"
349,681448837,negative,USER-MENTION it's fine. already done with my purchase. but you should try it. just go most of the way through then go back 3
350,681448838,negative,"USER-MENTION not really the experience i was hoping 4, i ws forced 2 check in a small carry on, w/ nothing but empty cabin space on board"
351,681448839,negative,USER-MENTION wjere is our luggage so slow at lax
352,681448840,neutral,USER-MENTION to jump into the dallas austin market URL
353,681448841,negative,"USER-MENTION i spoke with a representative that offered no solution, i am a loyal customer who flies on USER-MENTION as well"
354,681448842,negative,USER-MENTION i am deeply disappointed that your birthday promo was not applied to a trip i booked mere days before i received the email
355,681448843,negative,"USER-MENTION what happened to direct flights from sfo-fll? looking in may, only see connecting help dontdothistome"
356,681448844,neutral,USER-MENTION can you help? left my blazer in. kooples jacket bag at 3rd row second seat from right gate 36 t3 lax flight to sfo
357,681448846,neutral,USER-MENTION partners with USER-MENTION checkout as mobile payment method to help boost mobile conversion rates etailwest payments visa
358,681448847,positive,"USER-MENTION just promoting the product is all, had a problem with southwest and recommend noneother than the best! URL"
359,681448848,positive,"USER-MENTION love you guys, but pls get some direct routes las to aus!"
360,681448849,neutral,USER-MENTION i would like help with some flights please.
361,681448850,neutral,bruh USER-MENTION USER-MENTION turn down for what. vxsafetydance
362,681448851,positive,USER-MENTION of course! i work for USER-MENTION and i'm obsessed with the entire virgin family!!
363,681448852,positive,USER-MENTION ok! first time flying with you tonight emo-pos
364,681448853,neutral,USER-MENTION digging the swanky pink mood lighting during the flight from nyc to sfo. just needs a cabaret singer. think about it!
365,681448854,neutral,"USER-MENTION done, but i need the receipt asap. could you please help? 150219-000114"
366,681448855,negative,USER-MENTION i have 2d and 3d embossed badges and patches superior to the ones you are currently using. URL
367,681448856,negative,USER-MENTION on vx399 from jfk to la - dirty plane - not up to your standards.
368,681448857,negative,USER-MENTION on flight vx399 headed to la from jfk - dirtiest va plane i have ever been on. sad for a great airline.
369,681448858,positive,USER-MENTION got it squared away. someone picked up as soon as i tweeted. should have tweeted sooner.
370,681448859,negative,USER-MENTION your avis rental continue button doesn't work on your website to book car. tried 4 times on phone. this sucks!
371,681448860,negative,USER-MENTION delayed to10.30!!
372,681448861,negative,USER-MENTION currently in minute 10 of being on hold with cust. service. do i need to do anything to add a lap child to my reservation?
373,681448862,neutral,USER-MENTION adds pillows instead of lie-flat seats in first class arms race URL by USER-MENTION
374,681448863,positive,USER-MENTION USER-MENTION of course. have fun celebrating! thanks! happy chinese new year!
375,681448864,positive,USER-MENTION flight booking problems last second flight for next week from sfo- to san any chance you want to gift me a promo code since i love you guys
376,681448865,negative,USER-MENTION comenity bank is a joke! please change. nothing but constant problems with this bank
377,681448866,neutral,"USER-MENTION i just did, how can i dm? do u have to also add me?"
378,681448867,positive,"USER-MENTION for my grandma ella's 80th, she would &lt;3 a bday greeting from your flight crew! she was a stewardess for eastern airlines."
379,681448868,positive,USER-MENTION just bought tix for atx - dallas route - thanks for adding that! love yr airline &amp; yr website is best transactional site ever
380,681448869,neutral,"USER-MENTION anytime, sugafly."
381,681448870,positive,USER-MENTION gave a credit for my late flight flight yesterday. great service !!!! that's a wow moment! unexpected gesture!
